,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
2498,569164042679377921,neutral,1.0,,,United,,froschmarc,,1,@united #787 to begin Newark-London Heathrow route on May 6 @PANYNJ @BoeingAirplanes @FroschTravel http://t.co/RdJ1MwFLg1,,2015-02-21 07:57:36 -0800,"New York, NY",Hawaii
1581,569657202325229568,neutral,0.6137,,0.0,United,,bryankendro,,0,@united flight to DFW from IAD Cancelled Flightled for mechanical can I get rental car to MDT-my origin,,2015-02-22 16:37:15 -0800,Harrisburg,Eastern Time (US & Canada)
11266,568257392195936259,neutral,0.6421,,,US Airways,,tmiw,,0,@USAirways any plans to support #ApplePay on board? I have the USAirways MC and it would be nice to still use it if I forget the card.,,2015-02-18 19:54:54 -0800,"San Diego, CA",Pacific Time (US & Canada)
91,569913339427434496,neutral,0.6639,,0.0,Virgin America,,losermelon,,0,"@VirginAmerica hi, i did not get points on my elevate account for my most recent flight, how do i add the flight and points to my account?",,2015-02-23 09:35:03 -0800,,
2654,568967744076410880,neutral,1.0,,,United,,LyndsyRobinson,,0,@united Will the airline refuse my Canadian passport with less than 6 months remaining validity? Going to US.,,2015-02-20 18:57:35 -0800,,
7711,569322419036356608,neutral,1.0,,,Delta,,Drzah_,,0,@JetBlue I flew on a flight about 3 months ago. Me and my girlfriend got away with having sex in a restroom. Is it allowed now?,,2015-02-21 18:26:56 -0800,,Central America
5695,568801542322548737,neutral,1.0,,,Southwest,,d4nigirl,,0,@SouthwestAir  flying Southwest for the first time to LGA with a layover in Atlanta!,"[26.08232307, -80.16234879]",2015-02-20 07:57:10 -0800,"Douglaston, NY",Atlantic Time (Canada)
7939,568960315888668672,neutral,1.0,,,Delta,,MadameMaryAnn,,0,@JetBlue April 6th. Anything specific I should know for my first flight?,"[43.3230125, -73.64314219]",2015-02-20 18:28:04 -0800,Upstate New York,Eastern Time (US & Canada)
63,569986782567071744,neutral,1.0,,,Virgin America,,SocialPLC,,0,"@VirginAmerica @LadyGaga @CarrieUnderwood Sorry, Mary Martin had it first!",,2015-02-23 14:26:53 -0800,"Twin Cities, Minn.",Eastern Time (US & Canada)
760,570093170874302464,neutral,1.0,,,United,,FIETA_DOC,,0,@united Deep Vein thrombosis,,2015-02-23 21:29:38 -0800,"Madison, NJ",
59,569989504431316993,neutral,1.0,,,Virgin America,,HanlonBrothers,,0,@VirginAmerica New marketing song? https://t.co/F2LFULCbQ7 let us know what you think?,,2015-02-23 14:37:42 -0800,"Gold Coast, Australia",Brisbane
8037,568848952768000000,neutral,0.6507,,,Delta,,Wibbitz,,0,@JetBlue and @WSJ team up offering in-flight access to journal content http://t.co/PTsbkA4cDJ,,2015-02-20 11:05:33 -0800,"New York, Tel Aviv",Jerusalem
11889,570306662575300611,neutral,0.6742,,,American,,gjeaviation,,0,@AmericanAir 767 seconds from touchdown at Madrid airport in April 2013 #AvGeek http://t.co/1yWXRfn0Gr,,2015-02-24 11:37:58 -0800,"Worcester, UK",London
9010,570287589216751616,neutral,1.0,,,US Airways,,AshleyKAtherton,,0,@USAirways we even offered to fly in to another airport and they said they couldn't do that. No explanation why they can't.,,2015-02-24 10:22:11 -0800,,Central Time (US & Canada)
6015,568435434964938752,neutral,1.0,,,Southwest,,streetsmartsmom,,0,@SouthwestAir MAC computer left on BWI to LA flight on 14th.  Reward for recovery; info important to owner.#HELP #passengers #honesty,,2015-02-19 07:42:23 -0800,"Duluth, GA",Eastern Time (US & Canada)
1232,569874311823036416,neutral,1.0,,,United,,AlMehairiAUH,,0,@United to start daily #B777-200ER flights from #Newark to #Milan #Malpensa replacing #B767-400ER on 7APR instead 28MAR #avgeek,,2015-02-23 06:59:58 -0800,Abu Dhabi,Abu Dhabi
5646,568838781907935233,neutral,1.0,,,Southwest,,jscherms,,0,.@SouthwestAir I will if you can see about moving up my Brother in laws graduation to the 6th.  Thanks.,,2015-02-20 10:25:08 -0800,,Eastern Time (US & Canada)
8808,567830303121870848,neutral,0.6837,,0.0,Delta,,dedemoore89,,0,@JetBlue Are departing flights from Boston heavily delayed? Flying out tomorrow morning ...,,2015-02-17 15:37:48 -0800,,
8093,568798264943902720,neutral,1.0,,,Delta,,Rachel_Lipson,,0,@JetBlue should I be nervous about a Sunday AM flight Baltimore to Boston? Any suggestions on what I can do? Need to be in Boston by Monday.,"[38.91355311, -77.04169657]",2015-02-20 07:44:08 -0800,"Washington, DC",Eastern Time (US & Canada)
2534,569120847115501568,neutral,1.0,,,United,,AviNewYork,,0,@united First Officer of UA 1514 checking our 757 prior to departure from EWR yesterday while on his cell. Safety ??? http://t.co/1TFH2v0a7z,"[18.4710809, -68.39995916]",2015-02-21 05:05:58 -0800,,Eastern Time (US & Canada)
9283,570008684413104128,neutral,1.0,,,US Airways,,Tai00,,0,@USAirways i have a question. i need to talk to someone by email. Can you give me your email address? Thanks.,,2015-02-23 15:53:55 -0800,,Eastern Time (US & Canada)
14259,569644759024852992,neutral,0.6579,,,American,,KuperMini,,0,@AmericanAir @dfwairport got rebooked through the AA online app.,,2015-02-22 15:47:48 -0800,,
11797,567754593434873857,neutral,0.6632,,0.0,US Airways,,zachupton,,0,@USAirways please hold 3923! I can see it. Just can't get off my first plane quick enough,,2015-02-17 10:36:58 -0800,Beavercreek Ohio,
12114,570284660510433280,neutral,1.0,,,American,,sammy575,,0,@AmericanAir what's the status of flight 1357 out of sju?,,2015-02-24 10:10:33 -0800,New York,Eastern Time (US & Canada)
4268,567742141334437888,neutral,0.6752,,0.0,United,,MelodyKho,,0,@united Confirmation number: NJV4BP - All I need is email confirmation of flight from NYC - SFO Feb 4,,2015-02-17 09:47:29 -0800,"NYC, Toronto ",Quito
7752,569275378331717633,neutral,0.6381,,0.0,Delta,,TomServosBlendr,,0,@JetBlue What's your current checked bag price policy?  I fly this coming week and couldn't find anything definitive.,,2015-02-21 15:20:01 -0800,By mile 3 of the NYC Marathon,Eastern Time (US & Canada)
4762,569865352986951680,neutral,1.0,,,Southwest,,stilvester,,0,"@SouthwestAir 
How do I get a companion pass??? Thanks,  Lin S",,2015-02-23 06:24:22 -0800,"Tipp City, Ohio  ",
12222,570259380999860224,neutral,1.0,,,American,,ChrisAlanRobin,,0,@ods1819 aren't you glad this isn't you RT @AmericanAir: Bet these birds wish they'd flown south for the #winter... http://t.co/HEpkNpuzwU,,2015-02-24 08:30:05 -0800,Deep in the Heart of Texas,Central Time (US & Canada)
2496,569164871465439232,neutral,1.0,,,United,,Colocowgirl24,,0,@united my dad booked through orbitz and due to weather he can't make it to the airport. Can you help him?,,2015-02-21 08:00:54 -0800,,
4337,570302460235026433,neutral,1.0,,,Southwest,,brittanylinnes,,0,@SouthwestAir can you follow me so I can send you the info?,,2015-02-24 11:21:16 -0800,"New York, NY",Eastern Time (US & Canada)
4647,569961977231106048,neutral,1.0,,,Southwest,,oxanniekateox,,0,@SouthwestAir continues to prove to be the best airlines 💪,,2015-02-23 12:48:19 -0800,Twin Cities,Mountain Time (US & Canada)
2833,568878265814949889,neutral,1.0,,,United,,bugstory,,0,@united DM ed u the request num,,2015-02-20 13:02:02 -0800,"Baltimore, MD",Eastern Time (US & Canada)
3526,568302985802956800,neutral,1.0,,,United,,jeremymcmillan,,0,@united ok. Can I DM you the info?,,2015-02-18 22:56:05 -0800,"ÜT: 37.748534,127.066482",Pacific Time (US & Canada)
10797,568868928732028928,neutral,0.662,,0.0,US Airways,,ScottKat22,,0,@USAirways have scheduled flight Sat(2morrow) CHO-CLT CHO needs to be added to weather advisory.  Please evaluate asap.,,2015-02-20 12:24:56 -0800,,Eastern Time (US & Canada)
6715,567722844319404033,neutral,0.642,,0.0,Southwest,,scottglass70,,0,@SouthwestAir trying to get through to cust relations. Is there another # to use?,,2015-02-17 08:30:48 -0800,"Midlothian, Virginia",
5976,568448902011224064,neutral,1.0,,,Southwest,,katxc,,0,@SouthwestAir My DM won't go through but it is 261633561838. Please let me know if you need anything else.,,2015-02-19 08:35:54 -0800,Chicago,Central Time (US & Canada)
12635,570080703171448832,neutral,1.0,,,American,,aprilteybrown,,0,@AmericanAir what about flight 1239?,,2015-02-23 20:40:05 -0800,"Washington, D.C.",Eastern Time (US & Canada)
9486,569910410343804928,neutral,0.6593,,,US Airways,,jhughes1025,,0,@USAirways thanks! Any idea when it will be resolved? I'd like to purchase my ticket!,,2015-02-23 09:23:24 -0800,Washington DC,Alaska
6085,568269127992913920,neutral,1.0,,,Southwest,,MinderJoan,,0,@SouthwestAir if you are giving tix to #DestinationDragons show would appreciate one or two for LA😄Flying from PHL to LAX on Friday,,2015-02-18 20:41:32 -0800,,Eastern Time (US & Canada)
2265,569287399131389953,neutral,0.6522,,,United,,Abdelati786,,0,@united @ehsanisMpowered lmfao,,2015-02-21 16:07:47 -0800,Heart of America,Central Time (US & Canada)
257,568977175149293570,neutral,0.6701,,,Virgin America,,ImThankfulRadio,,0,@VirginAmerica BIG Love/gratitude.mpower w/ http://t.co/1AGR9knCpf weRin #OSCARS2105 VIPswagbags@ #AvalonHollywood http://t.co/ybMbGs0dHn,"[0.0, 0.0]",2015-02-20 19:35:04 -0800,Washington State,Pacific Time (US & Canada)
8875,567778921812389888,neutral,1.0,,,Delta,,papo353,,0,@JetBlue I would fly somewhere hotter then here. Puerto Rico here I come. Lol,,2015-02-17 12:13:38 -0800,Jersey City,
4402,570270818539839488,neutral,1.0,,,Southwest,,JBadnastythug,,0,@SouthwestAir done,,2015-02-24 09:15:32 -0800,"Duluth, MN",Eastern Time (US & Canada)
3858,568072822955896832,neutral,0.6793,,0.0,United,,michaelkearn,,0,"@united FAIL set to song. http://t.co/Axpn28xiQB ""United Breaks Guitars"" &lt; LMAO!",,2015-02-18 07:41:29 -0800,"Minneapolis, MN",Central Time (US & Canada)
549,570285115655348226,neutral,0.6523,,0.0,United,,Guggero,,0,@united i DMed you the details,,2015-02-24 10:12:21 -0800,NYC,Eastern Time (US & Canada)
1673,569629228225859584,neutral,0.6489,,0.0,United,,thefarb,,0,@united you friend's flt from ase to Denver is Cancelled Flightled for tomorrow.  Can you help with rebook?,,2015-02-22 14:46:05 -0800,"ÜT: 39.39339,-76.762595",Eastern Time (US & Canada)
10291,569387765957308416,neutral,0.6957,,0.0,US Airways,,PhilHagen,,0,"@USAirways @AmericanAir Just had to buy a ""safety"" ticket online. You'll refund whichever ticket(s) are unused, in full, without penalty.",,2015-02-21 22:46:36 -0800,"Lewes, DE, USA",Eastern Time (US & Canada)
3900,568034650477580289,neutral,1.0,,,United,,CombatBarbie318,,0,@united leisure. Military personnel for safety reason R highly recommended to not travel in uniform,,2015-02-18 05:09:48 -0800,Wherever the Army sends me,Central Time (US & Canada)
3771,568138258108051457,neutral,0.6651,,0.0,United,,yentruok720,,0,@united my reservation were changed so that I can longer make my connecting flight. How can I change this without incurring a fee?,,2015-02-18 12:01:30 -0800,DC,
7627,569496729755652098,neutral,0.6316,,0.0,Delta,,MegBurns,,0,@JetBlue on flight 622 from Nassau to JFK. Not showing Cancelled Flightled yet but assuming it will be? Any info?,"[25.05152514, -77.46620117]",2015-02-22 05:59:35 -0800,"west hartford, connecticut",Eastern Time (US & Canada)
8826,567813515353804801,neutral,0.6535,,,Delta,,heatherdopson,,0,"@JetBlue That's right! :) Game, set, match.",,2015-02-17 14:31:06 -0800,Jetsetter ✈,
7044,569947823426441216,neutral,1.0,,,Delta,,JohnnyAime,,0,Peak #Caucasity RT @JetBlue Our fleet's on fleek. http://t.co/cSNRPVY9b9,,2015-02-23 11:52:04 -0800,"Queens, New York",Atlantic Time (Canada)
3221,568588522069733376,neutral,1.0,,,United,,yuethomas,,0,@united my partner and I booked individual reservations for same flight. I have Pr. Silver -- can he share my premier privileges somehow?,,2015-02-19 17:50:42 -0800,"San Jose, CA",Pacific Time (US & Canada)
14230,569650273091584000,neutral,1.0,,,American,,HowardSlutsken,,0,"@AmericanAir Do you happen to know if that plane will be repainted, or fly ""off into the sunset?""",,2015-02-22 16:09:43 -0800,"Vancouver, BC",Pacific Time (US & Canada)
11115,568494962880475137,neutral,0.682,,0.0,US Airways,,vibhors,,0,@USAirways @AmericanAir when is US Air switching to AA iOS app? AA app is much better.,,2015-02-19 11:38:55 -0800,"Cary, NC",Eastern Time (US & Canada)
13793,569715908664430593,neutral,1.0,,,American,,TheByronCraig,,0,@AmericanAir flights out of Dallas on Tuesday are not going to be Cancelled Flightled correct?,,2015-02-22 20:30:32 -0800,Dallas | Los Angeles,Central Time (US & Canada)
9132,570185347453329409,neutral,1.0,,,US Airways,,ToxicLayge,,0,@USAirways I am a UK citizen. Is there a UK number I could try?,,2015-02-24 03:35:55 -0800,,London
8295,568523834980057088,neutral,1.0,,,Delta,,kbosspotter,,0,@JetBlue should I check in my awesome bag on my flight or carry it on... Decisions...,,2015-02-19 13:33:39 -0800,Logan International Airport,Atlantic Time (Canada)
7101,569937260994564098,neutral,1.0,,,Delta,,mcmahon0074,,0,@JetBlue looking to for low rates bos to Vegas in Late Flight June for 3 kids and myself for a sporting event. Any deals or breaks,"[42.3427056, -71.5504108]",2015-02-23 11:10:06 -0800,some where in massachusetts ,
3351,568503887113498625,neutral,0.6473,,0.0,United,,blake_music,,0,@united it's cool. I didn't need to go to work today. Or get home to make sure my house is ok in the -30 wind chill.,,2015-02-19 12:14:23 -0800,Fort Wayne,Quito
8564,568161102254616576,neutral,1.0,,,Delta,,KatieIlaria,,0,@JetBlue do you have mint service from NYC to San Diego?,,2015-02-18 13:32:17 -0800,NY,Quito
4548,570035287679590400,neutral,0.6664,,0.0,Southwest,,MauLoaIkaika73,,0,@SouthwestAir @Imaginedragons I tried. 😔 It's okay,,2015-02-23 17:39:37 -0800,,Pacific Time (US & Canada)
1250,569866337427664897,neutral,0.6940000000000001,,,United,,artistanxiety,,0,@united Lisa J is amazing the guy not so much.,,2015-02-23 06:28:17 -0800,Punk is the preacher.,Arizona
7270,569705380282019841,neutral,1.0,,,Delta,,AdamJBerry,,0,@JetBlue that's ok! It just sure seemed like it when JetBlue tweeted us back and asked us to send selfies of us watching.. Haha,,2015-02-22 19:48:41 -0800,Provincetown Ma,Eastern Time (US & Canada)
748,570102725842575360,neutral,1.0,,,United,,dafg42,,0,@united I sent in my feedback.  Thank you.,,2015-02-23 22:07:36 -0800,,Arizona
8146,568711179318779904,neutral,0.6559999999999999,,0.0,Delta,,M_Balt,,0,@JetBlue ETA for flight 802 into Orlando this morning,,2015-02-20 01:58:05 -0800,,Mountain Time (US & Canada)
2889,568846499431337984,neutral,1.0,,,United,,ant_kneee,,0,"Can I put sun in my carry on? RT “@united: @ant_kneee Right now 0 would be a heat wave, so enjoy the warmth! Can you bring some home? ^JJ”",,2015-02-20 10:55:48 -0800,Chicago & Worldwide,Central Time (US & Canada)
11954,570284482588246016,neutral,0.6593,,0.0,American,,mmanny,,0,"@AmericanAir Would love to DM you, but my Twitter app says you're not following me and I can't.","[0.0, 0.0]",2015-02-24 10:09:50 -0800,NYC,Eastern Time (US & Canada)
869,570044428678778880,neutral,1.0,,,United,,momsgoodeats,,0,Need more info on that! @united: @momsgoodeats We have great amenity kits. PJ's not included. We status match AA. ^KP”,,2015-02-23 18:15:57 -0800,#Omaha ,Central Time (US & Canada)
3629,568225310753353728,neutral,0.6990000000000001,,,United,,georgetietjen,,0,"@united @staralliance Very nice at LHR, congrats, but I'm sticking with AA/#BA. @AmericanAir @British_Airways",,2015-02-18 17:47:25 -0800,,
9324,569985084348104704,neutral,0.6511,,0.0,US Airways,,MBisTired,,0,@USAirways is it your practice to give 1st class seats to us air employees before giving them to chairmans customers sitting in coach?,,2015-02-23 14:20:08 -0800,,
6180,568153578453524480,neutral,0.6771,,0.0,Southwest,,benfetch,,0,@SouthwestAir how come on mobile I can't proceed w/o entering a postcode at purchase. I'm from Ireland and I don't have a postcode just.,,2015-02-18 13:02:23 -0800,,Dublin
6006,568437777647460352,neutral,0.6684,,,Southwest,,tripcentral,,0,@SouthwestAir @FortuneMagazine Congratulations!,,2015-02-19 07:51:41 -0800,Canada,Eastern Time (US & Canada)
5919,568486399663575040,neutral,0.6504,,0.0,Southwest,,ravulapati,,0,@SouthwestAir for my travel I see bz class and get away are sld out. Anytime is available . How do I know how many anytime are available?,,2015-02-19 11:04:54 -0800,"Round Rock, TX",Hawaii
3667,568195153464143872,neutral,0.6655,,0.0,United,,ItsAaronChriz,,0,"“@united: @ItsAaronChriz Sorry to hear about your flight. Do you need help reFlight Booking Problems?”

👎",,2015-02-18 15:47:35 -0800,I'm just a kid from Oak Harbor,Pacific Time (US & Canada)
10558,569184069734395906,neutral,1.0,,,US Airways,,shivadelrahim,,0,@USAirways what is contact info to upgrade using advantage miles?,,2015-02-21 09:17:11 -0800,,
6837,570211016308596736,neutral,1.0,,,Delta,,elias_rubin,,0,@JetBlue hi friend! Question for you when you have a moment.,,2015-02-24 05:17:54 -0800,"New York, NY",Pacific Time (US & Canada)
4862,569675668524441600,neutral,1.0,,,Southwest,,BradMcMorris,,0,@SouthwestAir want go from New Orleans houston see my dad at md anderson can you help me out,,2015-02-22 17:50:38 -0800,"Colyell, Louisiana",Central Time (US & Canada)
5633,568848795733069824,neutral,0.6733,,,Southwest,,hwalsh22,,0,@SouthwestAir how oh how do we get tickets! ?!,,2015-02-20 11:04:56 -0800,"Beaverton, OR",
2547,569096764835414016,neutral,0.6924,,,United,,Addair,,0,“@united: @Addair  We hope you don't miss your connection. For help with re-Flight Booking Problems please Follow us &amp; DM your confirmation. ^CP”done thx,,2015-02-21 03:30:16 -0800,"Raleigh, NC",Eastern Time (US & Canada)
1198,569896025172742144,neutral,0.3505,,0.0,United,,bsaitz,,0,"@united @scotthroth scott, need a good book suggestion?",,2015-02-23 08:26:15 -0800,"ÜT: 37.427592,-122.116357",
6302,568072079096061952,neutral,1.0,,,Southwest,,cej1124,,0,"@SouthwestAir Ahhhh! Sorry, just followed.",,2015-02-18 07:38:32 -0800,"Austin, TX, USA",Central Time (US & Canada)
4182,567791059393335297,neutral,0.6957,,,United,,VisionRoij,,0,"@united sorry, wrong link for the bag : http://t.co/pZAl4wtrEZ Thats the one i meant",,2015-02-17 13:01:52 -0800,The Netherlands,Amsterdam
6524,567802649526976512,neutral,0.6289,,0.0,Southwest,,andresjuarezlop,,0,@SouthwestAir When do you all expect to open the reservation through November?,,2015-02-17 13:47:55 -0800,San Antonio,Central Time (US & Canada)
